Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2018S009397    ;10;Sant Martí;72;Sant Martí de Provençals;267907;Guipúscoa / Provençals                            ;;Diumenge;Dg;Laboral;2018;12;Desembre;9;19;Tarda;No és causa del  vianant;0;1;0;1;2;432983.93 ;4585480.27;2.196.964;41.416.238
2018S005470    ;7;Horta-Guinardó;35;el Guinardó;310008;Guinardó / Sant Quintí                            ;;Diumenge;Dg;Laboral;2018;7;Juliol;15;11;Matí;Desobeir el senyal del semàfor;0;2;0;2;1;431075.25 ;4585522.42;2.174.123;41.416.456
2018S000724    ;9;Sant Andreu;63;Navas;241608;Palència                                          ;28-32     ;Dissabte;Ds;Laboral;2018;1;Gener;27;2;Nit;No és causa del  vianant;0;1;0;1;1;432274.01 ;4585522.15;2.188.466;41.416.556
2018S004312    ;9;Sant Andreu;63;Navas;367300;Biscaia                                           ;372;Dilluns;Dl;Laboral;2018;6;Juny;4;14;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;432220.71 ;4585513.4 ;2.187.829;41.416.472
2018S004211    ;7;Horta-Guinardó;34;Can Baró;339600;Torre Dulac / Tenerife                            ;;Dijous;Dj;Laboral;2018;5;Maig;31;9;Matí;No és causa del  vianant;0;1;0;1;1;430254.77 ;4585505.98;2.164.308;41.416.237
2018S005787    ;9;Sant Andreu;63;Navas;209900;Meridiana                                         ;236;Dijous;Dj;Laboral;2018;7;Juliol;26;13;Matí;No és causa del  vianant;0;1;0;1;2;432169.49 ;4585515.17;2.187.216;41.416.484
2018S002825    ;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca                                         ;169-203   ;Divendres;Dv;Laboral;2018;4;Abril;13;13;Matí;No és causa del  vianant;0;0;0;0;1;428378.51 ;4585474.36;2.141.863;41.415.787
2018S004465    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;346402;Indústria / Trinxant                              ;;Diumenge;Dg;Laboral;2018;6;Juny;10;13;Matí;No és causa del  vianant;0;1;0;1;2;431837.48 ;4585501.88;2.183.245;41.416.336
2018S002365    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;90400;Alberes                                           ;65;Diumenge;Dg;Laboral;2018;3;Març;25;14;Tarda;No és causa del  vianant;0;1;0;1;2;425703.25 ;4585497.29;2.109.852;4.141.575
2018S009104    ;10;Sant Martí;70;el Besòs i el Maresme;8705;Alfons el Magnànim / Cristóbal de Moura           ;;Dimecres;Dc;Laboral;2018;11;Novembre;28;20;Tarda;No és causa del  vianant;0;2;0;2;2;434418.09 ;4585527.03;2.214.119;41.416.777
2018S008313    ;7;Horta-Guinardó;35;el Guinardó;367402;Torre Vélez / Volart                              ;;Dimarts;Dm;Laboral;2018;10;Octubre;30;16;Tarda;No és causa del  vianant;0;1;0;1;2;431396.41 ;4585509.24;2.177.967;41.416.365
2018S006771    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;137402;Doctor Andreu                                     ;0;Dijous;Dj;Laboral;2018;9;Setembre;6;17;Tarda;No és causa del  vianant;0;0;0;0;2;427504.58 ;4585537.33;2.131.399;41.416.276
2018S007092    ;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron                                     ;13;Divendres;Dv;Laboral;2018;9;Setembre;21;0;Nit;No és causa del  vianant;0;1;0;1;3;427936.09 ;4585528.54;2.136.563;41.416.235
2018S008475    ;6;Gràcia;28;Vallcarca i els Penitents;352507;Alfonso Comín                                     ;7;Dimarts;Dm;Laboral;2018;11;Novembre;6;6;Matí;No és causa del  vianant;0;1;0;1;2;428045.88 ;4585464.26;2.137.884;41.415.666
2018S006924    ;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron                                     ;15;Divendres;Dv;Laboral;2018;9;Setembre;14;8;Matí;No és causa del  vianant;0;1;0;1;2;427936.09 ;4585528.54;2.136.563;41.416.235
2018S003537    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;K2078     ;Dilluns;Dl;Laboral;2018;5;Maig;7;9;Matí;No és causa del  vianant;0;1;0;1;2;433580.94 ;4585460.09;220.411;41.416.106
2018S007811    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes / Josep Pla                       ;;Dilluns;Dl;Laboral;2018;10;Octubre;15;6;Matí;No és causa del  vianant;0;1;0;1;1;433662.25 ;4585555.92;2.205.072;41.416.976
2018S002758    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes / Josep Pla                       ;;Dimecres;Dc;Laboral;2018;4;Abril;11;7;Matí;No és causa del  vianant;0;1;0;1;1;433662.25 ;4585555.92;2.205.072;41.416.976
2018S009032    ;7;Horta-Guinardó;34;Can Baró;132806;Francesc Alegre                                   ;13-17     ;Dilluns;Dl;Laboral;2018;11;Novembre;26;7;Matí;No és causa del  vianant;0;1;0;1;2;430427.27 ;4585508.01;2.166.371;4.141.627
2018S005481    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;182702;Lluís Muntadas                                    ;15;Diumenge;Dg;Laboral;2018;7;Juliol;15;22;Nit;No és causa del  vianant;0;3;0;3;2;427723.74 ;4585531.69;2.134.022;41.416.245
2018S001944    ;9;Sant Andreu;61;la Sagrera;121402;Felip II / Clot                                   ;;Divendres;Dv;Laboral;2018;3;Març;9;11;Matí;No és causa del  vianant;0;2;0;2;1;432508.78 ;4585577.91;2.191.268;41.417.078
2018S007896    ;9;Sant Andreu;61;la Sagrera;121402;Felip II / Clot                                   ;;Dijous;Dj;Laboral;2018;10;Octubre;18;7;Matí;No és causa del  vianant;0;1;0;1;1;432508.78 ;4585577.91;2.191.268;41.417.078
2018S003815    ;9;Sant Andreu;61;la Sagrera;121402;Felip II / Clot                                   ;;Dimecres;Dc;Laboral;2018;5;Maig;16;10;Matí;No és causa del  vianant;0;1;0;1;2;432508.78 ;4585577.91;2.191.268;41.417.078
2018S004366    ;9;Sant Andreu;61;la Sagrera;121402;Felip II / Gran de la Sagrera                     ;;Dimecres;Dc;Laboral;2018;6;Juny;6;13;Matí;No és causa del  vianant;0;1;0;1;2;432508.78 ;4585577.91;2.191.268;41.417.078
2018S000191    ;9;Sant Andreu;61;la Sagrera;121402;Felip II                                          ;1;Dimarts;Dm;Laboral;2018;1;Gener;9;9;Matí;No és causa del  vianant;0;1;0;1;2;432467.4  ;4585597.85;2.190.771;41.417.254
2018S002062    ;6;Gràcia;28;Vallcarca i els Penitents;701267;B-20 (Llobregat)                                  ;E6        ;Dimecres;Dc;Laboral;2018;3;Març;14;13;Matí;No és causa del  vianant;0;1;0;1;2;427869.96 ;4585406.47;2.135.786;4.141.513
2018S004629    ;6;Gràcia;28;Vallcarca i els Penitents;701267;Dalt (Llobregat)                                  ;K96       ;Dilluns;Dl;Laboral;2018;6;Juny;18;2;Nit;No és causa del  vianant;0;2;0;2;1;428057.22 ;4585517.89;2.138.013;4.141.615
2018S002743    ;6;Gràcia;28;Vallcarca i els Penitents;701267;Dalt (Besòs)                                      ;K95       ;Dimarts;Dm;Laboral;2018;4;Abril;10;18;Tarda;No és causa del  vianant;0;1;0;1;2;427969.12 ;4585470.19;2.136.965;41.415.713
2018S002147    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;193006;Manuel Arnús                                      ;2;Dissabte;Ds;Laboral;2018;3;Març;17;3;Nit;No és causa del  vianant;0;0;0;0;2;427566.57 ;4585523.98;2.132.142;41.416.161
2018S001714    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa                                         ;70-74     ;Divendres;Dv;Laboral;2018;3;Març;2;15;Tarda;No és causa del  vianant;0;1;0;1;2;433066.85 ;4585534.2 ;2.197.951;41.416.731
2018S003445    ;7;Horta-Guinardó;35;el Guinardó;152905;Guinardó                                          ;141;Dijous;Dj;Laboral;2018;5;Maig;3;19;Tarda;Desobeir el senyal del semàfor;0;2;0;2;1;431076.85 ;4585543.88;2.174.139;41.416.649
2018S004474    ;10;Sant Martí;72;Sant Martí de Provençals;322608;Guipúscoa / Selva de Mar                          ;;Dilluns;Dl;Laboral;2018;6;Juny;11;11;Matí;No és causa del  vianant;0;1;0;1;2;433083.45 ;4585580.97;2.198.144;41.417.153
2018S000836    ;10;Sant Martí;72;Sant Martí de Provençals;169409;C-31                                              ;K2078     ;Divendres;Dv;Laboral;2018;1;Gener;26;14;Tarda;No és causa del  vianant;0;1;0;1;2;433580.94 ;4585460.09;220.411;41.416.106
2018S001256    ;7;Horta-Guinardó;34;Can Baró;165907;Josep Serrano / Jaume Puigvert                    ;;Dijous;Dj;Laboral;2018;2;Febrer;15;13;Matí;No és causa del  vianant;0;2;0;2;2;429991.68 ;4585554.92;2.161.154;41.416.655
2018S006153    ;9;Sant Andreu;63;Navas;209900;Meridiana                                         ;240B-242  ;Dijous;Dj;Laboral;2018;8;Agost;9;17;Tarda;No és causa del  vianant;0;2;0;2;2;432170.6  ;4585571.1 ;2.187.223;41.416.988
2018S000540    ;6;Gràcia;28;Vallcarca i els Penitents;73401;Castellterçol                                     ;10;Diumenge;Dg;Laboral;2018;1;Gener;21;0;Nit;No és causa del  vianant;0;1;0;1;4;428646.04 ;4585556.78;2.145.054;41.416.553
2018S006587    ;7;Horta-Guinardó;35;el Guinardó;194406;Maragall                                          ;63-71     ;Dijous;Dj;Laboral;2018;8;Agost;30;22;Nit;No és causa del  vianant;0;1;0;1;1;431583.82 ;4585563.54;2.180.203;4.141.687
2018S006440    ;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron                                     ;17;Divendres;Dv;Laboral;2018;8;Agost;24;0;Nit;No és causa del  vianant;0;0;0;0;3;428001.49 ;4585565.29;2.137.341;41.416.572
2018S004720    ;7;Horta-Guinardó;35;el Guinardó;332805;Guinardó / Telègraf                               ;;Dimecres;Dc;Laboral;2018;6;Juny;20;7;Matí;No és causa del  vianant;0;1;0;1;2;431107.92 ;4585559.27;2.174.509;41.416.791
2018S003489    ;6;Gràcia;29;el Coll;230000;Mare de Déu del Coll                              ;60;Divendres;Dv;Laboral;2018;5;Maig;4;17;Tarda;No és causa del  vianant;0;1;0;1;2;428827.88 ;4585585.18;2.147.226;41.416.825
2018S006220    ;9;Sant Andreu;63;Navas;121402;Clot / Gran de la Sagrera                         ;;Diumenge;Dg;Laboral;2018;8;Agost;12;22;Nit;No és causa del  vianant;0;1;0;1;2;432508.78 ;4585577.91;2.191.268;41.417.078
2018S003881    ;9;Sant Andreu;63;Navas;121402;Felip II / Clot                                   ;;Divendres;Dv;Laboral;2018;5;Maig;18;15;Tarda;No és causa del  vianant;0;2;0;2;2;432508.78 ;4585577.91;2.191.268;41.417.078
2018S005473    ;10;Sant Martí;70;el Besòs i el Maresme;8705;Alfons el Magnànim                                ;87;Diumenge;Dg;Laboral;2018;7;Juliol;15;12;Matí;No és causa del  vianant;0;1;0;1;1;434360.5  ;4585537.64;2.213.429;41.416.868
2018S008264    ;6;Gràcia;29;el Coll;220903;Móra d'Ebre                                       ;29;Dilluns;Dl;Laboral;2018;10;Octubre;29;20;Tarda;No és causa del  vianant;0;1;0;1;2;428904.51 ;4585573.38;2.148.144;41.416.726
2018S001112    ;9;Sant Andreu;63;Navas;209900;Meridiana                                         ;229;Divendres;Dv;Laboral;2018;2;Febrer;9;17;Tarda;No és causa del  vianant;0;1;0;1;1;432118.51 ;4585542.57;2.186.603;41.416.726
2018S003899    ;9;Sant Andreu;63;Navas;209900;Meridiana                                         ;248;Dissabte;Ds;Laboral;2018;5;Maig;19;16;Tarda;No és causa del  vianant;0;1;0;1;2;432171;4585606.45;2.187.224;41.417.306
2018S007725    ;10;Sant Martí;72;Sant Martí de Provençals;322608;Selva de Mar / Guipúscoa                          ;;Dijous;Dj;Laboral;2018;10;Octubre;11;9;Matí;No és causa del  vianant;0;1;0;1;2;433083.45 ;4585580.97;2.198.144;41.417.153
2018S008716    ;7;Horta-Guinardó;35;el Guinardó;152905;Guinardó                                          ;147;Dimecres;Dc;Laboral;2018;11;Novembre;14;22;Nit;No és causa del  vianant;0;1;0;1;2;431124.03 ;4585587.71;2.174.699;41.417.048
2018S004545    ;6;Gràcia;29;el Coll;220903;Móra d'Ebre / Solanell                            ;;Dimecres;Dc;Laboral;2018;6;Juny;13;22;Nit;Altres;0;1;0;1;1;428917.16 ;4585590.61;2.148.294;41.416.882
2018S002998    ;7;Horta-Guinardó;34;Can Baró;132806;Francesc Alegre                                   ;31;Dijous;Dj;Laboral;2018;4;Abril;19;10;Matí;No és causa del  vianant;0;1;0;1;2;430362.61 ;4585587.56;2.165.589;41.416.981
2018S001413    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Las Navas de Tolosa / Indústria                   ;;Dimecres;Dc;Laboral;2018;2;Febrer;21;19;Tarda;No és causa del  vianant;0;1;0;1;2;431936;4585592.05;2.184.414;41.417.157
2018S005327    ;10;Sant Martí;70;el Besòs i el Maresme;195409;Maresme                                           ;174-176   ;Dimarts;Dm;Laboral;2018;7;Juliol;10;13;Matí;No és causa del  vianant;0;1;0;1;2;434009.45 ;4585595.98;2.209.222;41.417.365
2018S000697    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;K2080     ;Divendres;Dv;Laboral;2018;1;Gener;26;11;Matí;No és causa del  vianant;0;3;0;3;2;433723.92 ;4585600.72;2.205.805;41.417.384
2018S007424    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;K2080     ;Dimarts;Dm;Laboral;2018;10;Octubre;2;17;Tarda;No és causa del  vianant;0;1;0;1;2;433723.92 ;4585600.72;2.205.805;41.417.384
2018S005699    ;7;Horta-Guinardó;35;el Guinardó;367402;Volart / Guinardó                                 ;;Dilluns;Dl;Laboral;2018;7;Juliol;23;13;Matí;No és causa del  vianant;0;1;0;1;2;431166.29 ;4585616.31;2.175.201;41.417.309
2018S001066    ;9;Sant Andreu;63;Navas;209900;Meridiana                                         ;231;Dijous;Dj;Laboral;2018;2;Febrer;8;15;Tarda;No és causa del  vianant;0;1;0;1;2;432106.07 ;4585583.67;2.186.449;41.417.095
2018S003856    ;9;Sant Andreu;63;Navas;209900;Meridiana                                         ;248;Dijous;Dj;Laboral;2018;5;Maig;17;15;Tarda;No és causa del  vianant;0;1;0;1;2;432171;4585606.45;2.187.224;41.417.306
2018S007962    ;9;Sant Andreu;63;Navas;115603;Palència / Espronceda                             ;;Divendres;Dv;Laboral;2018;10;Octubre;19;17;Tarda;No és causa del  vianant;0;1;0;1;2;432320.84 ;4585583.28;2.189.019;4.141.711
2018S005046    ;9;Sant Andreu;63;Navas;115603;Espronceda / Palència                             ;;Dissabte;Ds;Laboral;2018;6;Juny;30;14;Tarda;No és causa del  vianant;0;0;1;1;4;432320.84 ;4585583.28;2.189.019;4.141.711
2018S000745    ;10;Sant Martí;73;la Verneda i la Pau;169409;Corts Catalanes / Cantàbria                       ;;Dissabte;Ds;Laboral;2018;1;Gener;27;22;Nit;No és causa del  vianant;0;4;0;4;2;433662.25 ;4585555.92;2.205.072;41.416.976
2018S008464    ;9;Sant Andreu;63;Navas;121402;Felip II                                          ;21;Dilluns;Dl;Laboral;2018;11;Novembre;5;15;Tarda;No és causa del  vianant;0;1;0;1;2;432452.94 ;4585612.72;2.190.596;41.417.386
2018S001692    ;6;Gràcia;28;Vallcarca i els Penitents;701267;Dalt (Llobregat)                                  ;K97       ;Divendres;Dv;Laboral;2018;3;Març;2;15;Tarda;No és causa del  vianant;0;1;0;1;1;428110.63 ;4585605.7 ;2.138.642;41.416.946
2018S006720    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Bolívia                                           ;363;Dimecres;Dc;Laboral;2018;9;Setembre;5;22;Nit;No és causa del  vianant;0;0;0;0;4;434109.13 ;4585613.77;2.210.413;41.417.533
2018S001851    ;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca                                         ;205;Dimecres;Dc;Laboral;2018;3;Març;7;9;Matí;No és causa del  vianant;0;1;0;1;2;428321.83 ;4585618.79;2.141.167;41.417.083
2018S008219    ;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca                                         ;222;Diumenge;Dg;Laboral;2018;10;Octubre;28;5;Nit;No és causa del  vianant;0;0;0;0;2;428346.09 ;4585620.37;2.141.458;41.417.099
2018S001436    ;6;Gràcia;28;Vallcarca i els Penitents;352507;Dalt (Besòs)                                      ;E6        ;Dijous;Dj;Laboral;2018;2;Febrer;22;14;Tarda;No és causa del  vianant;0;2;0;2;2;428022.17 ;4585473.76;2.137.599;4.141.575
2018S001568    ;9;Sant Andreu;61;la Sagrera;292507;Gran de la Sagrera / Felip II                     ;;Dimarts;Dm;Laboral;2018;2;Febrer;27;10;Matí;No és causa del  vianant;0;2;0;2;2;432508.78 ;4585577.91;2.191.268;41.417.078
2018S008108    ;7;Horta-Guinardó;35;el Guinardó;144805;Gènova                                            ;2;Dimecres;Dc;Laboral;2018;10;Octubre;24;15;Tarda;No és causa del  vianant;0;0;0;0;1;430804.18 ;4585624.7 ;2.170.868;41.417.354
2018S006807    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;354003;Vallvidrera a Barcelona                           ;3;Dilluns;Dl;Laboral;2018;9;Setembre;10;2;Nit;No és causa del  vianant;0;0;0;0;1;427166.2  ;4585605.98;2.127.342;41.416.863
2018S008837    ;7;Horta-Guinardó;35;el Guinardó;365702;Mare de Déu de Montserrat / Gènova                ;;Dilluns;Dl;Laboral;2018;11;Novembre;19;22;Nit;No és causa del  vianant;0;1;0;1;1;430819.51 ;4585602.66;2.171.054;41.417.157
2018S005091    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim / Bolívia                                    ;;Dilluns;Dl;Laboral;2018;7;Juliol;2;17;Tarda;No és causa del  vianant;0;1;0;1;2;434145.64 ;4585635.3 ;2.210.847;4.141.773
2018S001245    ;6;Gràcia;28;Vallcarca i els Penitents;84306;Collserola                                        ;45;Dijous;Dj;Laboral;2018;2;Febrer;15;8;Matí;No és causa del  vianant;0;1;0;1;2;427743.25 ;4585683.87;2.134.237;41.417.617
2018S009891    ;7;Horta-Guinardó;35;el Guinardó;112106;Escornalbou                                       ;28;Divendres;Dv;Laboral;2018;12;Desembre;28;7;Matí;No és causa del  vianant;0;2;0;2;3;431429.48 ;4585655.77;2.178.346;41.417.687
2018S006618    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa                                         ;69;Dissabte;Ds;Laboral;2018;9;Setembre;1;2;Nit;No és causa del  vianant;0;0;0;0;2;433116.81 ;4585641.92;2.198.536;41.417.705
2018S001493    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa                                         ;71-73     ;Divendres;Dv;Laboral;2018;2;Febrer;23;16;Tarda;No és causa del  vianant;0;1;0;1;6;433116.81 ;4585641.92;2.198.536;41.417.705
2018S007915    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa                                         ;71-73     ;Dijous;Dj;Laboral;2018;10;Octubre;18;15;Tarda;No és causa del  vianant;0;1;0;1;2;433116.81 ;4585641.92;2.198.536;41.417.705
2018S002141    ;6;Gràcia;28;Vallcarca i els Penitents;69200;Dalt (Besòs)                                      ;E6        ;Divendres;Dv;Laboral;2018;3;Març;16;21;Tarda;No és causa del  vianant;0;2;0;2;2;428022.17 ;4585473.76;2.137.599;4.141.575
2018S006697    ;7;Horta-Guinardó;35;el Guinardó;363605;Guinardó / Villar                                 ;;Dimecres;Dc;Laboral;2018;9;Setembre;5;6;Matí;No és causa del  vianant;0;1;0;1;2;431208.34 ;4585663.63;2.175.699;41.417.739
2018S000476    ;9;Sant Andreu;63;Navas;367300;Meridiana                                         ;231;Divendres;Dv;Laboral;2018;1;Gener;19;8;Matí;No és causa del  vianant;0;1;0;1;2;432106.07 ;4585583.67;2.186.449;41.417.095
2018S005687    ;9;Sant Andreu;63;Navas;367300;Biscaia                                           ;373;Dilluns;Dl;Laboral;2018;7;Juliol;23;7;Matí;No és causa del  vianant;0;1;0;1;2;432046.79 ;4585653.86;2.185.732;41.417.723
2018S000776    ;9;Sant Andreu;63;Navas;367300;Biscaia / Indústria                               ;;Dilluns;Dl;Laboral;2018;1;Gener;29;12;Matí;No és causa del  vianant;0;1;0;1;2;432032.4  ;4585682.4 ;2.185.557;41.417.978
2018S006304    ;10;Sant Martí;70;el Besòs i el Maresme;253800;Perpinyà                                          ;13-15     ;Dijous;Dj;Laboral;2018;8;Agost;16;19;Tarda;Altres;0;1;0;1;1;434612.08 ;4585654.13;2.216.426;41.417.938
2018S003829    ;6;Gràcia;28;Vallcarca i els Penitents;69200;Ca l'Alegre                                       ;18U       ;Dimecres;Dc;Laboral;2018;5;Maig;16;17;Tarda;No és causa del  vianant;0;1;0;1;2;428151.28 ;4585655.61;2.139.122;41.417.399
2018S004523    ;6;Gràcia;28;Vallcarca i els Penitents;69200;Vall d'Hebron / Ca l'Alegre                       ;;Dimecres;Dc;Laboral;2018;6;Juny;13;2;Nit;No és causa del  vianant;0;3;0;3;2;428121.82 ;4585676.23;2.138.768;41.417.582
2018S007155    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim                                              ;144;Diumenge;Dg;Laboral;2018;9;Setembre;23;4;Nit;No és causa del  vianant;0;1;0;1;9;434162.38 ;4585656.01;2.211.045;41.417.918
2018S001942    ;10;Sant Martí;72;Sant Martí de Provençals;158504;Huelva                                            ;71-73     ;Divendres;Dv;Laboral;2018;3;Març;9;23;Nit;Altres;0;1;0;1;2;432954.35 ;4585656.62;2.196.591;41.417.824
2018S000249    ;7;Horta-Guinardó;35;el Guinardó;79102;Xiprer / Vinya                                    ;;Dijous;Dj;Laboral;2018;1;Gener;11;13;Matí;No és causa del  vianant;0;1;0;1;2;431473.22 ;4585672.97;2.178.867;41.417.846
2018S004575    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa                                         ;75;Divendres;Dv;Laboral;2018;6;Juny;15;7;Matí;No és causa del  vianant;0;1;0;1;3;433143.08 ;4585668.87;2.198.848;4.141.795
2018S008688    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa / Treball                               ;;Dimarts;Dm;Laboral;2018;11;Novembre;13;16;Tarda;No és causa del  vianant;0;1;0;1;2;433175.48 ;4585669.99;2.199.235;41.417.963
2018S000560    ;6;Gràcia;28;Vallcarca i els Penitents;219201;Montornès                                         ;12;Dilluns;Dl;Laboral;2018;1;Gener;22;7;Matí;No és causa del  vianant;0;0;0;0;2;428454.84 ;4585669.77;2.142.753;41.417.554
2018S003268    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;K2080     ;Divendres;Dv;Laboral;2018;4;Abril;27;15;Tarda;No és causa del  vianant;0;1;0;1;2;433723.92 ;4585600.72;2.205.805;41.417.384
2018S009291    ;10;Sant Martí;70;el Besòs i el Maresme;249304;Pere IV                                           ;558;Dimarts;Dm;Laboral;2018;12;Desembre;4;21;Tarda;Altres;0;1;0;1;1;434054.01 ;4585639.27;220.975;41.417.759
2018S006919    ;10;Sant Martí;73;la Verneda i la Pau;169409;C-31                                              ;K2080     ;Dijous;Dj;Laboral;2018;9;Setembre;13;20;Tarda;No és causa del  vianant;0;1;0;1;3;433723.92 ;4585600.72;2.205.805;41.417.384
2018S003247    ;10;Sant Martí;73;la Verneda i la Pau;15201;Cantàbria / Andrade                               ;;Divendres;Dv;Laboral;2018;4;Abril;27;10;Matí;No és causa del  vianant;0;1;0;1;1;433553.99 ;4585664.76;2.203.765;41.417.947
2018S003528    ;6;Gràcia;28;Vallcarca i els Penitents;148409;Dalt (Besòs)                                      ;E6        ;Diumenge;Dg;Laboral;2018;5;Maig;6;14;Tarda;No és causa del  vianant;0;2;0;2;2;428022.17 ;4585473.76;2.137.599;4.141.575
2018S001128    ;6;Gràcia;28;Vallcarca i els Penitents;148409;Vall d'Hebron / Sant Cugat                        ;;Dissabte;Ds;Laboral;2018;2;Febrer;10;12;Matí;No és causa del  vianant;0;4;0;4;2;428121.82 ;4585676.23;2.138.768;41.417.582
2018S009275    ;6;Gràcia;28;Vallcarca i els Penitents;148409;B-20 (Llobregat)                                  ;S6        ;Dimarts;Dm;Laboral;2018;12;Desembre;4;16;Tarda;No és causa del  vianant;0;1;0;1;3;428085.54 ;4585613.41;2.138.341;41.417.013
2018S004596    ;6;Gràcia;28;Vallcarca i els Penitents;148409;Dalt (Llobregat)                                  ;K95       ;Divendres;Dv;Laboral;2018;6;Juny;15;19;Tarda;No és causa del  vianant;0;1;0;1;2;427980.49 ;4585452.25;2.137.103;41.415.552
2018S003007    ;9;Sant Andreu;63;Navas;121402;Felip II / Palència                               ;;Dijous;Dj;Laboral;2018;4;Abril;19;15;Tarda;No és causa del  vianant;0;1;0;1;2;432413.51 ;4585676.58;2.190.118;41.417.958
2018S007033    ;10;Sant Martí;71;Provençals del Poblenou;169409;Corts Catalanes                                   ;1162;Dimecres;Dc;Laboral;2018;9;Setembre;19;10;Matí;No és causa del  vianant;0;0;0;0;1;433862.34 ;4585686.6 ;2.207.452;41.418.169
2018S000145    ;9;Sant Andreu;61;la Sagrera;292405;Gran de la Sagrera / Sagrera                      ;;Diumenge;Dg;Laboral;2018;1;Gener;7;20;Tarda;No és causa del  vianant;0;1;0;1;2;432520.82 ;4585670.37;2.191.402;41.417.911
2018S003491    ;9;Sant Andreu;61;la Sagrera;292405;Gran de la Sagrera / Sagrera                      ;;Divendres;Dv;Laboral;2018;5;Maig;4;18;Tarda;No és causa del  vianant;0;1;0;1;2;432520.82 ;4585670.37;2.191.402;41.417.911
2018S001640    ;10;Sant Martí;71;Provençals del Poblenou;266405;Prim / Pere IV                                    ;;Dijous;Dj;Laboral;2018;3;Març;1;9;Matí;No és causa del  vianant;0;1;0;1;3;434063.8  ;4585718.2 ;2.209.859;4.141.847
2018S000307    ;9;Sant Andreu;63;Navas;226400;Las Navas de Tolosa / Sant Antoni Maria Claret    ;;Divendres;Dv;Laboral;2018;1;Gener;12;18;Tarda;No és causa del  vianant;0;1;0;1;2;431847.79 ;4585680.09;2.183.348;41.417.942
2018S001203    ;6;Gràcia;28;Vallcarca i els Penitents;701268;Dalt (Besòs)                                      ;K98       ;Dimarts;Dm;Laboral;2018;2;Febrer;13;19;Tarda;No és causa del  vianant;0;1;0;1;2;428129.83 ;4585705.33;213.886;41.417.845
2018S007833    ;9;Sant Andreu;63;Navas;367300;Biscaia                                           ;383-387   ;Dilluns;Dl;Laboral;2018;10;Octubre;15;17;Tarda;Creuar per fora pas de vianants;0;0;1;1;1;431984.59 ;4585717.45;2.184.981;4.141.829
2018S002764    ;6;Gràcia;29;el Coll;37000;Beat Almató / Sant Marià                          ;;Dimecres;Dc;Laboral;2018;4;Abril;11;10;Matí;No és causa del  vianant;0;0;0;0;1;428933.6  ;4585716.67;2.148.476;41.418.019
2018S000125    ;6;Gràcia;28;Vallcarca i els Penitents;701267;Vall d'Hebron / Sant Cugat                        ;;Dissabte;Ds;Laboral;2018;1;Gener;6;19;Tarda;No és causa del  vianant;0;1;0;1;2;428121.82 ;4585676.23;2.138.768;41.417.582
2018S008165    ;7;Horta-Guinardó;35;el Guinardó;42500;Varsòvia / Bisbal                                 ;;Divendres;Dv;Laboral;2018;10;Octubre;26;7;Matí;No és causa del  vianant;0;2;0;2;2;430944.56 ;4585716.82;2.172.537;41.418.196
