,metascore,name,console,userscore,date,genre,brand
654,8.7,Dragon Quest IX: Sentinels of the Starry Skies,DS,8.5,2010-07-11,Role-Playing,Nintendo
655,8.7,NASCAR 2005: Chase for the Cup,PS2,8.1,2004-08-31,Racing,Sony
656,8.7,Monkey Island 2 Special Edition: LeChuck's Revenge,PS3,8.0,2010-07-06,Action-Adventure,Sony
657,8.7,Fight Night Round 2,GC,8.1,2005-02-28,Fighting,Nintendo
658,8.7,FIFA Soccer 09,X360,7.9,2008-10-13,Sports,Microsoft
659,8.7,MLB 12: The Show,PS3,7.5,2012-03-06,Sports,Sony
660,8.7,Night in the Woods,PS4,7.2,2017-02-21,Action-Adventure,Sony
661,8.6,FIFA Soccer 2003,GC,7.9,2002-11-14,Sports,Nintendo
662,8.6,Tom Clancy's Rainbow Six Vegas,PS3,7.6,2007-06-26,Shooter,Sony
663,8.6,Thimbleweed Park,PS4,7.4,2017-08-22,Action-Adventure,Sony
664,8.6,Sky Force Reloaded,XONE,6.5,2017-12-01,Shooter,Microsoft
665,8.6,FIFA 14,PS3,4.3,2013-09-24,Sports,Sony
666,8.6,Might & Magic: Clash of Heroes,DS,8.0,2009-12-01,Role-Playing,Nintendo
667,8.6,Thumper,XONE,5.1,2017-08-18,Music,Microsoft
668,8.6,F1 2017,PS4,7.8,2017-08-25,Racing,Sony
669,8.6,Titanfall,XONE,6.7,2014-03-11,Shooter,Microsoft
670,8.6,Tomb Raider: Definitive Edition,XONE,7.7,2014-01-28,Action-Adventure,Microsoft
671,8.6,Forza Horizon 2,XONE,8.3,2014-09-30,Racing,Microsoft
672,8.6,The Legend of Zelda: Twilight Princess HD,WIIU,8.4,2016-03-04,Action-Adventure,Nintendo
673,8.6,Bayonetta,WIIU,8.8,2014-10-24,Action-Adventure,Nintendo
674,8.6,F-Zero: Maximum Velocity,GBA,8.2,2001-06-12,Racing,Nintendo
675,8.6,Beyond Good & Evil,PS2,8.9,2003-11-11,Action-Adventure,Sony
676,8.6,Stardew Valley,PS4,7.8,2016-12-13,Simulation,Sony
677,8.6,Onimusha: Warlords,PS2,8.3,2001-03-13,Action-Adventure,Sony
678,8.6,Daytona USA,DC,8.6,2001-03-12,Racing,Sega
679,8.6,Bomberman Blast,WII,7.7,2008-09-29,Puzzle,Nintendo
680,8.6,Burnout 2: Point of Impact,PS2,8.2,2002-09-30,Racing,Sony
681,8.6,Unreal Tournament III,PS3,7.7,2007-12-11,Shooter,Sony
682,8.6,Winning Eleven: Pro Evolution Soccer 2007,PS2,8.8,2007-02-06,Sports,Sony
683,8.6,Planet Puzzle League,DS,7.7,2007-06-04,Puzzle,Nintendo
684,8.6,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,7.9,2007-03-06,Shooter,Microsoft
685,8.6,Skate,X360,8.4,2007-09-14,Sports,Microsoft
686,8.6,NHL 08,PS3,6.9,2007-09-11,Sports,Sony
687,8.6,Viewtiful Joe 2,GC,8.3,2004-11-18,Action-Adventure,Nintendo
688,8.6,Katamari Damacy,PS2,8.9,2004-09-21,Puzzle,Sony
689,8.6,Tales of Symphonia,GC,9.1,2004-07-13,Role-Playing,Nintendo
690,8.6,The Legend of Zelda: Four Swords Adventures,GC,7.4,2004-06-07,Action-Adventure,Nintendo
691,8.6,Guilty Gear X2 #Reload,XBOX,7.7,2004-09-14,Fighting,Microsoft
692,8.6,ESPN College Hoops 2K5,PS2,8.1,2004-11-17,Sports,Sony
693,8.6,ESPN College Hoops 2K5,XBOX,8.3,2004-11-17,Sports,Microsoft
694,8.6,NASCAR 2005: Chase for the Cup,XBOX,0.0,2004-08-31,Racing,Microsoft
695,8.6,ESPN NHL 2K5,PS2,8.1,2004-08-30,Sports,Sony
696,8.6,Advance Wars: Days of Ruin,DS,8.6,2008-01-21,Strategy,Nintendo
697,8.6,Moto Racer Advance,GBA,0.0,2002-12-05,Racing,Nintendo
698,8.6,Patapon,PSP,8.8,2008-02-26,Platform,Sony
699,8.6,The Witness,XONE,6.7,2016-09-13,Puzzle,Microsoft
700,8.6,Brothers: A Tale of Two Sons,X360,8.7,2013-08-07,Action-Adventure,Microsoft
701,8.6,PlayerUnknown's Battlegrounds,XONE,5.6,2018-09-04,Shooter,Microsoft
702,8.6,Mini Metro,Switch,8.2,2018-08-30,Strategy,Nintendo
703,8.6,NBA 2K14,XONE,5.7,2013-11-12,Sports,Microsoft
704,8.6,Diablo III,PS3,6.4,2013-09-03,Role-Playing,Sony
705,8.6,Valkyria Chronicles,PS3,8.7,2008-11-04,Role-Playing,Sony
706,8.6,Tomb Raider,X360,8.6,2013-03-05,Action-Adventure,Microsoft
707,8.6,The Elder Scrolls IV: Shivering Isles,X360,8.5,2007-03-26,Role-Playing,Microsoft
708,8.6,Shin Megami Tensei: Persona 3,PS2,6.7,2007-08-14,Role-Playing,Sony
709,8.6,Resistance: Fall of Man,PS3,8.1,2006-11-14,Shooter,Sony
710,8.6,Sly Cooper and the Thievius Raccoonus,PS2,8.6,2002-09-23,Platform,Sony
711,8.6,Fight Night Round 3,X360,8.8,2006-02-20,Fighting,Microsoft
712,8.6,Grand Theft Auto: Vice City Stories,PSP,8.1,2006-10-31,Action-Adventure,Sony
713,8.6,Fight Night Champion,X360,7.4,2011-03-01,Fighting,Microsoft
714,8.6,Bastion,X360,8.5,2011-07-20,Role-Playing,Microsoft
715,8.6,Dance Central 2,X360,8.2,2011-10-25,Music,Microsoft
716,8.6,Tony Hawk's Underground,GBA,7.7,2003-10-27,Sports,Nintendo
717,8.6,Destiny 2: Forsaken,XONE,5.5,2018-09-04,Shooter,Microsoft
718,8.6,Final Fantasy X / X-2 HD Remaster,VITA,8.9,2014-03-18,Role-Playing,Sony
719,8.6,DiRT Rally,XONE,8.0,2016-04-05,Racing,Microsoft
720,8.6,NBA Live 2001,PS,7.7,2000-10-16,Sports,Sony
721,8.6,Test Drive V-Rally,DC,8.7,2000-07-02,Racing,Sega
722,8.6,Lunar 2: Eternal Blue Complete,PS,8.9,2000-12-15,Role-Playing,Sony
723,8.6,Shovel Knight,XONE,7.7,2015-04-21,Platform,Microsoft
724,8.6,NHL 12,X360,7.0,2011-09-13,Sports,Microsoft
725,8.6,NHL 12,PS3,7.5,2011-09-13,Sports,Sony
726,8.6,Dino Crisis 2,PS,9.1,2000-09-29,Action-Adventure,Sony
727,8.6,Assassin's Creed IV: Black Flag,X360,7.9,2013-10-29,Action-Adventure,Microsoft
728,8.6,Velocity 2X,PS4,6.9,2014-09-02,Action-Adventure,Sony
729,8.6,Mortal Kombat,X360,8.3,2011-04-19,Fighting,Microsoft
730,8.6,Luigi's Mansion: Dark Moon,3DS,8.5,2013-03-24,Action-Adventure,Nintendo
731,8.6,Diablo III: Ultimate Evil Edition,XONE,7.8,2014-08-19,Role-Playing,Microsoft
732,8.6,SteamWorld Heist,3DS,8.4,2015-12-10,Strategy,Nintendo
733,8.6,Rocket League,Switch,8.2,2017-11-14,Sports,Nintendo
734,8.6,Suikoden III,PS2,8.8,2002-10-24,Role-Playing,Sony
735,8.6,Tetris Party,WII,8.6,2008-10-20,Puzzle,Nintendo
736,8.6,Radiant Silvergun,X360,8.3,2011-09-14,Shooter,Microsoft
737,8.6,Cuphead,XONE,8.5,2017-09-29,Action-Adventure,Microsoft
738,8.6,Final Fantasy XII: The Zodiac Age,PS4,8.3,2017-07-11,Role-Playing,Sony
739,8.6,God of War: Ghost of Sparta,PSP,8.5,2010-11-02,Action-Adventure,Sony
740,8.6,Crypt of the NecroDancer: Nintendo Switch Edition,Switch,7.5,2018-02-01,Music,Nintendo
741,8.6,The Messenger,Switch,7.9,2018-08-30,Platform,Nintendo
742,8.6,Donkey Kong Country: Tropical Freeze,Switch,8.6,2018-05-04,Platform,Nintendo
743,8.6,Colin McRae Rally 3,PS2,7.5,2003-04-22,Racing,Sony
744,8.6,Kirby's Epic Yarn,WII,8.5,2010-10-17,Platform,Nintendo
745,8.6,Fluidity,WII,8.5,2010-12-06,Puzzle,Nintendo
746,8.6,Dragon Quest XI: Echoes of an Elusive Age,PS4,8.8,2018-09-04,Role-Playing,Sony
747,8.6,NCAA Football 11,X360,7.1,2010-07-13,Sports,Microsoft
748,8.6,Mario & Luigi: Partners in Time,DS,8.4,2005-11-28,Role-Playing,Nintendo
749,8.6,DiRT 4,XONE,6.6,2017-06-06,Racing,Microsoft
750,8.6,Mortal Kombat X,XONE,7.4,2015-04-14,Fighting,Microsoft
751,8.6,Gunman Clive HD Collection,WIIU,8.1,2015-09-03,Action-Adventure,Nintendo
752,8.6,Animal Crossing: Wild World,DS,8.6,2005-12-05,Simulation,Nintendo
753,8.6,NBA Live 2004,PS2,7.7,2003-10-14,Sports,Sony
754,8.6,We Love Katamari,PS2,8.8,2005-09-20,Puzzle,Sony
755,8.6,Geometry Wars: Retro Evolved,X360,8.6,2005-11-22,Shooter,Microsoft
756,8.6,SoulCalibur III,PS2,8.5,2005-10-25,Fighting,Sony
757,8.6,Colin McRae Rally 3,XBOX,7.5,2003-02-18,Racing,Microsoft
758,8.6,Forza Motorsport 7,XONE,5.9,2017-09-29,Racing,Microsoft
759,8.6,LostWinds: Winter of the Melodias,WII,3.1,2009-10-19,Platform,Nintendo
760,8.6,Rise of the Tomb Raider,XONE,8.0,2015-11-10,Action-Adventure,Microsoft
761,8.6,Final Fantasy XIV: Heavensward,PS4,8.1,2015-06-23,MMO,Sony
762,8.6,Dragon Age: Origins,X360,7.9,2009-11-03,Role-Playing,Microsoft
763,8.6,OlliOlli2: Welcome to Olliwood,PS4,6.5,2015-03-03,Sports,Sony
764,8.6,Tom Clancy's Rainbow Six 3,XBOX,8.5,2003-03-14,Shooter,Microsoft
765,8.6,UFC Undisputed 3,PS3,7.3,2012-02-14,Fighting,Sony
766,8.6,PixelJunk Monsters Deluxe,PSP,8.0,2009-09-30,Strategy,Sony
767,8.6,Boom Blox Bash Party,WII,7.8,2009-05-19,Puzzle,Nintendo
768,8.6,Burnout Legends,PSP,8.5,2005-09-13,Racing,Sony
769,8.6,Trials HD,X360,8.6,2009-08-12,Racing,Microsoft
770,8.6,Punch-Out!!,WII,8.6,2009-05-18,Fighting,Nintendo
771,8.6,Crashmo,3DS,8.3,2012-11-22,Puzzle,Nintendo
772,8.6,Shatter,PS3,7.6,2009-07-23,Puzzle,Sony
773,8.6,Monster Hunter 4 Ultimate,3DS,8.6,2015-02-13,Role-Playing,Nintendo
774,8.6,BlazBlue: Calamity Trigger,X360,8.5,2009-06-30,Fighting,Microsoft
775,8.6,Kirby: Canvas Curse,DS,8.0,2005-06-13,Platform,Nintendo
776,8.6,Midnight Club II,XBOX,7.5,2003-06-03,Racing,Microsoft
777,8.6,Professor Layton and the Unwound Future,DS,8.9,2010-09-12,Action-Adventure,Nintendo
778,8.6,Destiny: The Taken King,PS4,6.2,2015-09-15,Shooter,Sony
779,8.6,The Legend of Heroes: Trails of Cold Steel,PS3,8.8,2015-12-22,Role-Playing,Sony
780,8.6,Dragon Ball FighterZ,XONE,7.8,2018-01-26,Fighting,Microsoft
781,8.6,Max Payne 3,X360,7.8,2012-05-15,Shooter,Microsoft
782,8.6,Shantae and the Pirate's Curse,Switch,7.8,2018-03-20,Platform,Nintendo
783,8.6,NBA 2K16,XONE,6.1,2015-09-25,Sports,Microsoft
784,8.6,Uncharted: The Nathan Drake Collection,PS4,8.6,2015-10-09,Action-Adventure,Sony
785,8.6,Golden Sun: The Lost Age,GBA,9.0,2003-04-14,Role-Playing,Nintendo
786,8.6,Psychonauts,PS2,8.6,2005-06-21,Platform,Sony
787,8.6,Persona 4 Arena,PS3,6.5,2012-08-07,Fighting,Sony
788,8.6,Madden NFL 06,GC,8.5,2005-08-08,Sports,Nintendo
789,8.6,Dance Central 3,X360,8.1,2012-10-16,Music,Microsoft
790,8.6,Madden NFL 06,XBOX,6.7,2005-08-08,Sports,Microsoft
791,8.6,Joe Danger,PS3,7.7,2010-06-08,Racing,Sony
792,8.6,Sonic Mania,Switch,8.8,2017-08-15,Platform,Nintendo
793,8.6,Sonic Mania,PS4,8.4,2017-08-15,Platform,Sony
794,8.5,Final Fantasy IX,PS4,9.1,2017-09-19,Role-Playing,Sony
795,8.5,Metal Gear Solid: The Twin Snakes,GC,8.9,2004-03-09,Action-Adventure,Nintendo
796,8.5,Fight Night 2004,XBOX,8.5,2004-04-05,Fighting,Microsoft
797,8.5,Fight Night 2004,PS2,8.7,2004-04-05,Fighting,Sony
798,8.5,Assassin's Creed Origins,XONE,7.5,2017-10-27,Action-Adventure,Microsoft
799,8.5,Monkey Island 2 Special Edition: LeChuck's Revenge,X360,8.4,2010-07-07,Action-Adventure,Microsoft
800,8.5,Castle Crashers,PS3,8.4,2010-08-31,Action-Adventure,Sony
801,8.5,MLB The Show 17,PS4,6.9,2017-03-28,Sports,Sony
802,8.5,Lara Croft and the Guardian of Light,X360,8.4,2010-08-18,Action-Adventure,Microsoft
803,8.5,ESPN NBA 2K5,XBOX,8.7,2004-09-28,Sports,Microsoft
804,8.5,Mutant Mudds Collection,Switch,7.8,2017-12-14,Platform,Nintendo
805,8.5,NeuroVoider,Switch,8.0,2017-09-07,Action-Adventure,Nintendo
806,8.5,Tatsunoko vs. Capcom: Ultimate All-Stars,WII,8.7,2010-01-26,Fighting,Nintendo
807,8.5,Super Mario 64 DS,DS,8.2,2004-11-20,Platform,Nintendo
808,8.5,Ikaruga,GC,8.5,2003-04-15,Shooter,Nintendo
809,8.5,Super Stardust HD,PS3,8.4,2007-06-28,Shooter,Sony
810,8.5,The Sly Collection,PS3,8.8,2010-11-09,Platform,Sony
811,8.5,Champions of Norrath,PS2,8.2,2004-02-10,Role-Playing,Sony
812,8.5,Madden NFL 08,X360,6.5,2007-08-14,Sports,Microsoft
813,8.5,Astro Boy: Omega Factor,GBA,8.8,2004-08-18,Action-Adventure,Nintendo
814,8.5,Onimusha 3: Demon Siege,PS2,8.6,2004-04-27,Action-Adventure,Sony
815,8.5,Viewtiful Joe 2,PS2,7.8,2004-12-07,Action-Adventure,Sony
816,8.5,Syphon Filter: Logan's Shadow,PSP,8.8,2007-10-02,Shooter,Sony
817,8.5,Hitman 2: Silent Assassin,PS2,7.8,2002-10-01,Action-Adventure,Sony
818,8.5,NHL 08,X360,8.2,2007-09-12,Sports,Microsoft
819,8.5,Skate,PS3,8.1,2007-09-24,Sports,Sony
820,8.5,Shantae: Risky's Revenge,DS,8.4,2010-10-04,Platform,Nintendo
821,8.5,Fable,XBOX,8.4,2004-09-14,Role-Playing,Microsoft
822,8.5,Shadow Hearts: Covenant,PS2,8.9,2004-09-27,Role-Playing,Sony
823,8.5,NCAA Football 11,PS3,7.5,2010-07-13,Sports,Sony
824,8.5,Virtua Fighter 5,PS3,7.3,2007-02-20,Fighting,Sony
825,8.5,Tom Clancy's Splinter Cell: Conviction,X360,7.7,2010-04-13,Action-Adventure,Microsoft
826,8.5,Ratchet & Clank: Size Matters,PSP,8.2,2007-02-13,Platform,Sony
827,8.5,NBA Live 2005,XBOX,7.6,2004-09-28,Sports,Microsoft
828,8.5,BlazBlue: Continuum Shift,X360,8.7,2010-07-27,Fighting,Microsoft
829,8.5,Super Paper Mario,WII,8.0,2007-04-09,Platform,Nintendo
830,8.5,UFC Undisputed 2010,PS3,7.1,2010-05-25,Fighting,Sony
831,8.5,NBA 2K18,XONE,1.5,2017-09-15,Sports,Microsoft
832,8.5,Night in the Woods,Switch,8.1,2018-02-01,Action-Adventure,Nintendo
833,8.5,Shadow Tactics: Blades of the Shogun,PS4,8.1,2017-08-01,Strategy,Sony
834,8.5,Prince of Persia,PS3,7.4,2008-12-02,Action-Adventure,Sony
835,8.5,Super Meat Boy,PS4,6.9,2015-10-06,Platform,Sony
836,8.5,SoulCalibur IV,PS3,7.8,2008-07-29,Fighting,Sony
837,8.5,SoulCalibur IV,X360,7.9,2008-07-29,Fighting,Microsoft
838,8.5,Call of Duty: World at War,PS3,7.6,2008-11-10,Shooter,Sony
839,8.5,NASCAR Thunder 2003,GC,6.6,2002-09-19,Racing,Nintendo
840,8.5,Maboshi's Arcade,WII,7.8,2008-12-29,Puzzle,Nintendo
841,8.5,Professor Layton and the Curious Village,DS,8.5,2008-02-10,Action-Adventure,Nintendo
842,8.5,Boom Blox,WII,8.6,2008-05-06,Puzzle,Nintendo
843,8.5,Far Cry 2,PS3,6.4,2008-10-21,Shooter,Sony
844,8.5,Far Cry 2,X360,6.7,2008-10-21,Shooter,Microsoft
845,8.5,Final Fantasy IV,DS,8.8,2008-07-21,Role-Playing,Nintendo
846,8.5,Castlevania: Order of Ecclesia,DS,8.5,2008-10-21,Platform,Nintendo
847,8.5,Sid Meier's Civilization Revolution,PS3,7.6,2008-07-08,Strategy,Sony
848,8.5,MLB 08: The Show,PS3,8.7,2008-03-04,Sports,Sony
849,8.5,Space Invaders Extreme,DS,7.8,2008-06-17,Shooter,Nintendo
850,8.5,FIFA 2001 Major League Soccer,PS,7.8,2000-11-14,Sports,Sony
851,8.5,Tekken Tag Tournament,PS2,8.5,2000-10-25,Fighting,Sony
852,8.5,Rollcage Stage II,PS,8.9,2000-10-10,Racing,Sony
853,8.5,NHL 2001,PS2,8.2,2000-10-25,Sports,Sony
854,8.5,Fire Emblem: Path of Radiance,GC,8.9,2005-10-17,Role-Playing,Nintendo
855,8.5,The Warriors,XBOX,8.2,2005-10-17,Action-Adventure,Microsoft
856,8.5,Darksiders II,WIIU,8.2,2012-11-18,Action-Adventure,Nintendo
857,8.5,Sine Mora,VITA,7.2,2012-11-20,Shooter,Sony
858,8.5,Life is Strange,PS4,8.6,2015-10-20,Action-Adventure,Sony
859,8.5,NASCAR: Dirt to Daytona,GC,7.6,2002-11-27,Racing,Nintendo
860,8.5,Forza Horizon,X360,8.5,2012-10-23,Racing,Microsoft
861,8.5,Pure,X360,7.6,2008-09-23,Racing,Microsoft
862,8.5,Final Fantasy IV Advance,GBA,7.4,2005-12-12,Role-Playing,Nintendo
863,8.5,OlliOlli2: Welcome to Olliwood,VITA,7.0,2015-03-03,Sports,Sony
864,8.5,Hot Shots Golf 3,PS2,8.9,2002-03-11,Sports,Sony
865,8.5,UFC Undisputed 3,X360,7.6,2012-02-14,Fighting,Microsoft
866,8.5,Pyre,PS4,7.9,2017-07-25,Role-Playing,Sony
867,8.5,Brothers: A Tale of Two Sons,PS3,8.6,2013-09-03,Action-Adventure,Sony
868,8.5,NBA 2K14,PS4,6.5,2013-11-12,Sports,Sony
869,8.5,Mario + Rabbids: Kingdom Battle,Switch,8.5,2017-08-29,Strategy,Nintendo
870,8.5,Hotline Miami,VITA,8.4,2013-06-25,Action-Adventure,Sony
871,8.5,World Series Baseball,XBOX,8.8,2002-05-19,Sports,Microsoft
872,8.5,Flat Heroes,Switch,7.9,2018-08-02,Platform,Nintendo
873,8.5,Radiant Historia: Perfect Chronology,3DS,8.5,2018-02-13,Role-Playing,Nintendo
874,8.5,Kingdom Hearts,PS2,9.0,2002-09-16,Role-Playing,Sony
875,8.5,F1 2018,PS4,7.9,2018-08-24,Racing,Sony
876,8.5,Moss,PS4,8.2,2018-02-27,Action-Adventure,Sony
877,8.5,Darkest Dungeon,Switch,8.2,2018-01-18,Role-Playing,Nintendo
878,8.5,Fire Emblem: The Sacred Stones,GBA,8.9,2005-05-23,Strategy,Nintendo
879,8.5,West of Loathing,Switch,7.5,2018-05-31,Role-Playing,Nintendo
880,8.5,Phantasy Star Online Episode I & II,GC,8.3,2002-10-29,Role-Playing,Nintendo
881,8.5,Valkyria Chronicles 4,PS4,7.9,2018-09-25,Role-Playing,Sony
882,8.5,Prince of Persia: The Two Thrones,PS2,8.5,2005-12-01,Action-Adventure,Sony
883,8.5,Bionic Commando Rearmed,X360,8.3,2008-08-13,Platform,Microsoft
884,8.5,Prince of Persia: The Two Thrones,XBOX,8.4,2005-12-01,Action-Adventure,Microsoft
885,8.5,Unreal Championship 2: The Liandri Conflict,XBOX,8.3,2005-04-18,Shooter,Microsoft
886,8.5,Far Cry Instincts,XBOX,5.7,2005-09-27,Shooter,Microsoft
887,8.5,DDRMAX: Dance Dance Revolution,PS2,8.8,2002-10-28,Simulation,Sony
888,8.5,MotoGP 3: Ultimate Racing Technology,XBOX,8.4,2005-08-30,Racing,Microsoft
889,8.5,Dead or Alive 4,X360,8.2,2005-12-29,Fighting,Microsoft
890,8.5,Madden NFL 09,PS3,4.4,2008-08-12,Sports,Sony
891,8.5,Rocket League,PS4,8.6,2015-07-07,Sports,Sony
892,8.5,Assassin's Creed III,WIIU,7.2,2012-11-18,Action-Adventure,Nintendo
893,8.5,LocoRoco 2,PSP,8.5,2009-02-10,Platform,Sony
894,8.5,DiRT 4,PS4,7.5,2017-06-06,Racing,Sony
895,8.5,F1 2016,XONE,7.8,2016-08-19,Racing,Microsoft
896,8.5,Monster Hunter Generations,3DS,8.0,2016-07-15,Action-Adventure,Nintendo
897,8.5,Red Faction: Guerrilla,X360,8.0,2009-06-02,Shooter,Microsoft
898,8.5,Battlefield 3,PS3,7.5,2011-10-25,Shooter,Sony
899,8.5,Crypt of the NecroDancer,PS4,6.7,2016-02-02,Music,Sony
900,8.5,Red Faction: Guerrilla,PS3,8.0,2009-06-02,Shooter,Sony
901,8.5,Midnight Club 3: DUB Edition Remix,PS2,8.8,2006-03-13,Racing,Sony
902,8.5,Super Street Fighter IV: 3D Edition,3DS,8.0,2011-03-27,Fighting,Nintendo
903,8.5,Far Cry 4,PS4,7.7,2014-11-18,Shooter,Sony
904,8.5,Aggressive Inline,PS2,8.7,2002-05-28,Sports,Sony
905,8.5,Plants vs. Zombies,PS3,7.9,2011-02-08,Strategy,Sony
906,8.5,Radiant Historia,DS,8.5,2011-02-22,Role-Playing,Nintendo
907,8.5,Castlevania: Portrait of Ruin,DS,8.3,2006-12-05,Platform,Nintendo
908,8.5,Daxter,PSP,8.6,2006-03-14,Platform,Sony
909,8.5,Firewatch,XONE,4.3,2016-09-21,Action-Adventure,Microsoft
910,8.5,Dead Rising,X360,7.6,2006-08-08,Action-Adventure,Microsoft
911,8.5,F.E.A.R.,X360,7.4,2006-10-31,Shooter,Microsoft
912,8.5,FIFA 07 Soccer,XBOX,8.7,2006-10-03,Sports,Microsoft
913,8.5,NHL 2004,XBOX,6.5,2003-09-22,Sports,Microsoft
914,8.5,Aggressive Inline,XBOX,7.7,2002-07-29,Sports,Microsoft
915,8.5,NHL 2004,GC,8.4,2003-09-22,Sports,Nintendo
916,8.5,Geometry Wars 3: Dimensions,PS4,7.5,2014-11-25,Shooter,Sony
917,8.5,Tony Hawk's Underground,XBOX,8.8,2003-10-27,Sports,Microsoft
918,8.5,Shantae and the Pirate's Curse,WIIU,8.7,2014-12-25,Platform,Nintendo
919,8.5,Silent Hill 3,PS2,8.9,2003-08-06,Action-Adventure,Sony
920,8.5,Madden NFL 10,X360,6.1,2009-08-14,Sports,Microsoft
921,8.5,Metal Slug X,PS,8.7,2001-04-14,Action-Adventure,Sony
922,8.5,Dave Mirra Freestyle BMX 2,GBA,0.0,2001-11-25,Sports,Nintendo
923,8.5,NASCAR Thunder 2004,XBOX,8.5,2003-09-16,Racing,Microsoft
924,8.5,WWE SmackDown! Here Comes the Pain,PS2,8.9,2003-10-27,Fighting,Sony
925,8.5,The Lord of the Rings: The Return of the King,PS2,8.6,2003-11-05,Action-Adventure,Sony
926,8.5,NASCAR Thunder 2002,PS2,8.5,2001-10-15,Racing,Sony
927,8.5,Assassin's Creed III,PS3,6.9,2012-10-30,Action-Adventure,Sony
928,8.5,Midnight Club II,PS2,8.6,2003-04-09,Racing,Sony
929,8.5,Tomb Raider: Definitive Edition,PS4,8.1,2014-01-28,Action-Adventure,Sony
930,8.5,NBA Live 2004,XBOX,8.2,2003-10-14,Sports,Microsoft
931,8.5,Project Gotham Racing,XBOX,8.2,2001-11-14,Racing,Microsoft
932,8.5,Rumble Racing,PS2,8.4,2001-04-23,Racing,Sony
933,8.5,Madden NFL 10,PS3,6.8,2009-08-14,Sports,Sony
934,8.5,Child of Light,Switch,8.6,2018-10-11,Role-Playing,Nintendo
935,8.5,The Sims,GC,7.6,2003-03-25,Simulation,Nintendo
936,8.5,Tetris,PSP,8.7,2009-10-01,Puzzle,Sony
937,8.5,Thumper,Switch,7.7,2017-05-18,Music,Nintendo
938,8.5,Destiny 2,PS4,4.9,2017-09-06,Shooter,Sony
939,8.5,Marvel vs. Capcom 3: Fate of Two Worlds,X360,7.1,2011-02-15,Fighting,Microsoft
940,8.5,The Legend of Zelda: Four Swords Anniversary Edition,DS,7.4,2011-09-28,Action-Adventure,Nintendo
941,8.5,Need for Speed Underground,PS2,8.7,2003-11-17,Racing,Sony
942,8.5,Marvel vs. Capcom 2,PS3,7.6,2009-08-13,Fighting,Sony
943,8.5,Crysis 2,PS3,7.2,2011-03-22,Shooter,Sony
944,8.5,Final Fantasy X / X-2 HD Remaster,PS3,8.7,2014-03-18,Role-Playing,Sony
945,8.5,NHL 2004,PS2,7.6,2003-09-22,Sports,Sony
946,8.5,NBA 2K13,WIIU,7.1,2012-11-18,Sports,Nintendo
947,8.5,Batman: Arkham Knight,XONE,6.8,2015-06-23,Action-Adventure,Microsoft
948,8.5,Mortal Kombat,VITA,7.9,2012-05-01,Fighting,Sony
949,8.5,Final Fantasy X-2,PS2,7.5,2003-11-18,Role-Playing,Sony
950,8.5,Persona 4 Arena Ultimax,X360,4.8,2014-09-30,Fighting,Microsoft
951,8.5,Battlefield 4,PS4,7.0,2013-11-12,Shooter,Sony
952,8.5,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,PS3,7.8,2010-05-18,Action-Adventure,Sony
953,8.5,Borderlands: The Secret Armory of General Knoxx,PS3,7.1,2010-02-25,Shooter,Sony
954,8.5,Pro Evolution Soccer 2017,PS4,7.4,2016-09-13,Sports,Sony
955,8.5,Borderlands: The Secret Armory of General Knoxx,X360,7.9,2010-02-23,Shooter,Microsoft
956,8.5,Castlevania: Lords of Shadow,PS3,8.0,2010-10-05,Action-Adventure,Sony
957,8.5,Mario Kart 7,3DS,8.3,2011-12-04,Racing,Nintendo
958,8.5,Trine 2,X360,7.3,2011-12-21,Platform,Microsoft
959,8.5,Trine 2,PS3,7.2,2011-12-20,Platform,Sony
960,8.5,Tiger Woods PGA Tour 12: The Masters,WII,6.4,2011-03-29,Sports,Nintendo
961,8.5,Halo: The Master Chief Collection,XONE,7.4,2014-11-11,Shooter,Microsoft
962,8.5,Rogue Legacy,PS4,7.7,2014-07-29,Action-Adventure,Sony
963,8.5,NFL 2K2,PS2,7.5,2001-11-19,Sports,Sony
964,8.5,Rogue Legacy,VITA,7.8,2014-07-29,Action-Adventure,Sony
965,8.5,Pro Evolution Soccer 2016,XONE,6.2,2015-09-15,Sports,Microsoft
966,8.5,Ni no Kuni: Wrath of the White Witch,PS3,8.7,2013-01-22,Role-Playing,Sony
967,8.5,Tony Hawk's Pro Skater 4,GBA,8.8,2002-10-28,Sports,Nintendo
968,8.5,Ratchet & Clank,PS4,8.6,2016-04-12,Platform,Sony
969,8.5,South Park: The Stick of Truth,PS3,8.5,2014-03-04,Role-Playing,Sony
970,8.5,Terraria,VITA,8.0,2013-12-17,Platform,Sony
971,8.5,DiRT Rally,PS4,8.0,2016-04-05,Racing,Sony
972,8.5,Metroid: Samus Returns,3DS,8.9,2017-09-15,Action-Adventure,Nintendo
973,8.5,Dragon Quest VIII: Journey of the Cursed King,3DS,8.7,2017-01-20,Role-Playing,Nintendo
974,8.5,Dragon Age: Inquisition,XONE,7.0,2014-11-18,Role-Playing,Microsoft
975,8.5,BattleBlock Theater,X360,7.9,2013-04-03,Platform,Microsoft
976,8.5,FIFA 17,PS4,4.9,2016-09-27,Sports,Sony
